try_no,round_no,attacking_team,defending_team,attacking_rank,defending_rank,attacking_conf,defending_conf,game_time,try_source,final_source,phases,time_from_source,possession_zone,offloads,passes,total_passes
266,5,Rebels,Waratahs,18,16,AUS,AUS,36,Lineout,Multiphase,6,39,A,1,4,5
267,5,Reds,Jaguares,14,10,AUS,SA2,57,Lineout,Maul,2,37,A,3,3,6
268,5,Sharks,Cheetahs,8,13,SA2,SA1,6,Lineout,Multiphase,6,59,B,1,11,12
269,5,Sharks,Cheetahs,8,13,SA2,SA1,25,Lineout,Multiphase,12,75,A,0,8,8
270,5,Sharks,Cheetahs,8,13,SA2,SA1,47,Handling Error,Handling Error,0,8,A,0,0,0
271,5,Sharks,Cheetahs,8,13,SA2,SA1,67,Lineout,Maul,0,6,A,0,0,0
272,5,Stormers,Sunwolves,3,17,SA1,SA1,17,Kick Receipt,Kick Receipt,2,29,D,2,3,5
273,5,Stormers,Sunwolves,3,17,SA1,SA1,33,Scrum,Multiphase,22,147,B,1,5,6
274,5,Stormers,Sunwolves,3,17,SA1,SA1,52,Scrum,Multiphase,4,44,A,0,3,3
275,5,Stormers,Sunwolves,3,17,SA1,SA1,60,Scrum,Scrum,2,29,C,1,6,7
276,5,Stormers,Sunwolves,3,17,SA1,SA1,76,Lineout,Multiphase,8,54,A,0,0,0
277,5,Stormers,Sunwolves,3,17,SA1,SA1,81,Scrum,Kick,2,23,A,0,3,3
278,5,Sunwolves,Stormers,17,3,SA1,SA1,6,Handling Error,Handling Error,1,20,B,0,5,5
279,5,Sunwolves,Stormers,17,3,SA1,SA1,21,Handling Error,Handling Error,3,27,B,1,3,4
280,5,Sunwolves,Stormers,17,3,SA1,SA1,25,Scrum,Scrum,3,37,B,2,9,11
281,5,Sunwolves,Stormers,17,3,SA1,SA1,42,Scrum,Scrum,0,14,C,1,4,5
282,5,Waratahs,Rebels,16,18,AUS,AUS,49,Lineout,Lineout,3,34,B,1,9,10
283,5,Waratahs,Rebels,16,18,AUS,AUS,59,Scrum,Scrum,0,10,A,0,3,3
284,5,Waratahs,Rebels,16,18,AUS,AUS,78,Lineout,Lineout,2,16,A,0,2,2
285,5,Waratahs,Rebels,16,18,AUS,AUS,80,Ruck Turnover,Ruck Turnover,5,61,C,2,16,18
286,6,Blues,Force,9,12,NZ,AUS,35,Lineout,Maul,0,6,A,0,0,0
287,6,Blues,Force,9,12,NZ,AUS,38,Kick Receipt,Kick Receipt,2,33,C,0,4,4
288,6,Blues,Force,9,12,NZ,AUS,64,Lineout,Lineout,0,20,C,2,4,6
289,6,Blues,Force,9,12,NZ,AUS,73,Intercept,Intercept,3,44,D,2,4,6
290,6,Cheetahs,Stormers,13,3,SA1,SA1,45,Lineout,Maul,0,12,A,0,0,0
291,6,Chiefs,Bulls,6,15,NZ,SA1,51,Lineout,Kick,0,12,B,0,3,3
292,6,Chiefs,Bulls,6,15,NZ,SA1,71,Scrum,Kick,0,10,A,0,1,1
293,6,Chiefs,Bulls,6,15,NZ,SA1,78,Lineout,Lineout,2,24,A,0,7,7
294,6,Crusaders,Waratahs,2,16,NZ,AUS,10,Lineout,Lineout,0,14,B,1,3,4
295,6,Crusaders,Waratahs,2,16,NZ,AUS,13,Lineout,Lineout,0,9,B,0,1,1
296,6,Crusaders,Waratahs,2,16,NZ,AUS,34,Kick Receipt,Kick Receipt,2,35,C,3,6,9
297,6,Crusaders,Waratahs,2,16,NZ,AUS,42,Kick Receipt,Kick Receipt,0,17,C,2,2,4
298,6,Crusaders,Waratahs,2,16,NZ,AUS,73,Scrum,Scrum,3,37,C,2,7,9
299,6,Crusaders,Waratahs,2,16,NZ,AUS,77,Lineout,Maul,2,22,A,0,2,2
300,6,Force,Blues,12,9,AUS,NZ,19,Intercept,Multiphase,6,41,B,0,4,4
301,6,Force,Blues,12,9,AUS,NZ,78,Lineout,Lineout,2,36,D,1,6,7
302,6,Highlanders,Rebels,7,18,NZ,AUS,12,Scrum,Scrum,0,12,A,1,2,3
303,6,Highlanders,Rebels,7,18,NZ,AUS,17,Lineout,Multiphase,13,91,B,3,15,18
304,6,Highlanders,Rebels,7,18,NZ,AUS,58,Tap Penalty,Tap Penalty,0,2,A,0,0,0
305,6,Highlanders,Rebels,7,18,NZ,AUS,62,Lineout,Multiphase,4,44,B,0,9,9
306,6,Highlanders,Rebels,7,18,NZ,AUS,71,Intercept,Intercept,0,7,B,0,0,0
307,6,Highlanders,Rebels,7,18,NZ,AUS,80,Kick Receipt,Kick Receipt,2,25,B,1,3,4
308,6,Hurricanes,Reds,5,14,NZ,AUS,14,Lineout,Multiphase,6,49,B,2,12,14
309,6,Hurricanes,Reds,5,14,NZ,AUS,18,Intercept,Intercept,0,9,C,0,0,0
310,6,Hurricanes,Reds,5,14,NZ,AUS,43,Kick Receipt,Kick Receipt,1,36,C,2,6,8
311,6,Hurricanes,Reds,5,14,NZ,AUS,73,Kick Receipt,Kick Receipt,2,28,B,2,4,6
312,6,Hurricanes,Reds,5,14,NZ,AUS,79,Handling Error,Handling Error,2,15,A,0,3,3
313,6,Lions,Sharks,1,8,SA2,SA2,40,Lineout,Maul,0,9,A,0,0,0
314,6,Lions,Sharks,1,8,SA2,SA2,40,Scrum,Scrum,0,12,B,0,2,2
315,6,Lions,Sharks,1,8,SA2,SA2,64,Kick Receipt,Kick Receipt,0,12,C,1,1,2
316,6,Rebels,Highlanders,18,7,AUS,NZ,52,Lineout,Multiphase,7,55,B,1,9,10
317,6,Rebels,Highlanders,18,7,AUS,NZ,78,Scrum,Scrum,3,27,A,0,3,3
318,6,Reds,Hurricanes,14,5,AUS,NZ,28,Scrum,Scrum,0,15,A,2,2,4
319,6,Reds,Hurricanes,14,5,AUS,NZ,33,Lineout,Multiphase,9,102,C,8,5,13
320,6,Sharks,Lions,8,1,SA2,SA2,8,Lineout,Lineout,1,20,B,0,5,5
321,6,Sharks,Lions,8,1,SA2,SA2,43,Lineout,Lineout,2,36,B,2,9,11
322,6,Stormers,Cheetahs,3,13,SA1,SA1,16,Handling Error,Handling Error,1,18,B,2,2,4
323,6,Stormers,Cheetahs,3,13,SA1,SA1,22,Kick Receipt,Multiphase,7,61,B,1,13,14
324,6,Stormers,Cheetahs,3,13,SA1,SA1,37,Scrum,Scrum,0,19,B,0,4,4
325,6,Stormers,Cheetahs,3,13,SA1,SA1,42,Scrum,Scrum,0,21,A,1,1,2
326,6,Stormers,Cheetahs,3,13,SA1,SA1,53,Kick Receipt,Kick,1,21,C,1,2,3
327,6,Stormers,Cheetahs,3,13,SA1,SA1,59,Lineout,Multiphase,8,62,A,0,0,0
328,6,Stormers,Cheetahs,3,13,SA1,SA1,64,Chargedown,Multiphase,6,58,B,5,10,15
329,6,Stormers,Cheetahs,3,13,SA1,SA1,78,Ruck Turnover,Multiphase,4,36,C,2,3,5
330,6,Waratahs,Crusaders,16,2,AUS,NZ,22,Scrum,Scrum,1,12,A,0,1,1
331,6,Waratahs,Crusaders,16,2,AUS,NZ,49,Lineout,Lineout,0,10,B,0,2,2
332,6,Waratahs,Crusaders,16,2,AUS,NZ,52,Lineout,Lineout,2,22,B,0,5,5
333,7,Blues,Highlanders,9,7,NZ,NZ,12,Kick Receipt,Multiphase,4,41,C,0,6,6
334,7,Blues,Highlanders,9,7,NZ,NZ,36,Lineout,Multiphase,6,51,A,1,3,4
335,7,Brumbies,Reds,4,14,AUS,AUS,27,Lineout,Multiphase,6,42,A,0,7,7
336,7,Brumbies,Reds,4,14,AUS,AUS,42,Lineout,Maul,0,14,A,0,0,0
337,7,Brumbies,Reds,4,14,AUS,AUS,44,Kick Receipt,Kick Receipt,1,19,C,1,2,3
338,7,Brumbies,Reds,4,14,AUS,AUS,53,Scrum,Scrum,0,14,A,0,0,0
339,7,Brumbies,Reds,4,14,AUS,AUS,72,Scrum,Multiphase,6,48,A,1,5,6
340,7,Brumbies,Reds,4,14,AUS,AUS,79,Kick Receipt,Multiphase,7,76,B,2,18,20
341,7,Bulls,Sunwolves,15,17,SA1,SA1,13,Lineout,Lineout,0,10,B,0,1,1
342,7,Bulls,Sunwolves,15,17,SA1,SA1,64,Handling Error,Handling Error,0,9,B,0,2,2
343,7,Chiefs,Stormers,6,3,NZ,SA1,14,Kick Receipt,Kick Receipt,0,22,D,3,5,8
344,7,Chiefs,Stormers,6,3,NZ,SA1,28,Kick Receipt,Kick Receipt,0,14,C,0,1,1
345,7,Chiefs,Stormers,6,3,NZ,SA1,57,Lineout,Multiphase,4,32,A,0,6,6
346,7,Force,Kings,12,11,AUS,SA2,9,Kick Receipt,Kick Receipt,3,45,C,4,9,13
347,7,Force,Kings,12,11,AUS,SA2,40,Scrum,Multiphase,4,31,A,0,6,6
348,7,Force,Kings,12,11,AUS,SA2,45,Kick Receipt,Multiphase,21,151,C,0,22,22
349,7,Force,Kings,12,11,AUS,SA2,65,Chargedown,Kick,0,5,A,0,0,0
350,7,Force,Kings,12,11,AUS,SA2,72,Scrum,Scrum,0,9,A,0,0,0
351,7,Force,Jaguares,12,10,AUS,SA2,75,Lineout,Maul,0,7,A,0,0,0
352,7,Highlanders,Blues,7,9,NZ,NZ,27,Handling Error,Multiphase,4,44,C,3,10,13
353,7,Highlanders,Blues,7,9,NZ,NZ,46,Scrum,Scrum,2,15,A,0,3,3
354,7,Hurricanes,Waratahs,5,16,NZ,AUS,2,Lineout,Lineout,1,17,B,0,2,2
355,7,Hurricanes,Waratahs,5,16,NZ,AUS,7,Intercept,Intercept,0,9,B,1,0,1
356,7,Hurricanes,Waratahs,5,16,NZ,AUS,11,Lineout,Maul,0,27,A,0,2,2
357,7,Hurricanes,Waratahs,5,16,NZ,AUS,31,Scrum,Scrum,1,15,A,0,2,2
358,7,Hurricanes,Waratahs,5,16,NZ,AUS,36,Intercept,Intercept,0,0,A,0,0,0
359,7,Hurricanes,Waratahs,5,16,NZ,AUS,54,Kick Receipt,Kick Receipt,3,37,C,1,3,4
360,7,Jaguares,Sharks,10,8,SA2,SA2,61,Tap Penalty,Tap Penalty,1,21,B,2,1,3
361,7,Kings,Force,11,12,SA2,AUS,27,Lineout,Maul,0,12,A,0,0,0
362,7,Kings,Force,11,12,SA2,AUS,41,Kick Receipt,Kick Receipt,1,22,C,0,2,2
363,7,Kings,Force,11,12,SA2,AUS,43,Kick Receipt,Kick Receipt,0,12,C,1,1,2
364,7,Kings,Force,11,12,SA2,AUS,50,Intercept,Kick,1,10,A,0,1,1
365,7,Kings,Force,11,12,SA2,AUS,60,Scrum,Kick,12,89,B,1,13,14
366,7,Kings,Force,11,12,SA2,AUS,64,Intercept,Intercept,0,10,B,0,0,0
367,7,Reds,Brumbies,14,4,AUS,AUS,7,Lineout,Lineout,2,16,A,1,2,3
368,7,Sharks,Jaguares,8,10,SA2,SA2,6,Handling Error,Handling Error,0,9,C,0,0,0
369,7,Sharks,Jaguares,8,10,SA2,SA2,43,Lineout,Maul,2,19,A,0,2,2
370,7,Stormers,Chiefs,3,6,SA1,NZ,3,Lineout,Multiphase,4,51,B,0,3,3
371,7,Stormers,Chiefs,3,6,SA1,NZ,18,Scrum,Multiphase,13,113,B,2,16,18
372,7,Stormers,Chiefs,3,6,SA1,NZ,42,Scrum,Scrum,0,14,A,0,1,1
373,7,Stormers,Chiefs,3,6,SA1,NZ,51,Intercept,Kick,0,13,D,0,1,1
374,7,Sunwolves,Bulls,17,15,SA1,SA1,6,Kick Receipt,Kick,2,29,C,0,5,5
375,7,Sunwolves,Bulls,17,15,SA1,SA1,69,Scrum,Multiphase,5,47,A,0,6,6
376,7,Waratahs,Hurricanes,16,5,AUS,NZ,18,Tap Penalty,Tap Penalty,0,9,A,2,2,4
377,7,Waratahs,Hurricanes,16,5,AUS,NZ,42,Kick Receipt,Kick Receipt,0,12,C,2,1,3
378,7,Waratahs,Hurricanes,16,5,AUS,NZ,47,Lineout,Maul,1,20,A,0,1,1
379,7,Waratahs,Hurricanes,16,5,AUS,NZ,71,Scrum,Scrum,0,8,A,0,3,3
380,8,Blues,Hurricanes,9,5,NZ,NZ,5,Ruck Turnover,Ruck Turnover,0,5,B,1,1,2
381,8,Blues,Hurricanes,9,5,NZ,NZ,19,Kick Receipt,Multiphase,4,45,C,1,7,8
382,8,Blues,Hurricanes,9,5,NZ,NZ,65,Lineout,Multiphase,5,45,A,0,3,3
383,8,Brumbies,Rebels,4,18,AUS,AUS,20,Kick Receipt,Kick Receipt,2,34,C,1,5,6
384,8,Brumbies,Rebels,4,18,AUS,AUS,33,Scrum,Scrum,0,13,A,0,0,0
385,8,Brumbies,Rebels,4,18,AUS,AUS,44,Scrum,Scrum,0,8,A,0,1,1
386,8,Bulls,Jaguares,15,10,SA1,SA2,26,Handling Error,Handling Error,0,6,A,1,1,2
387,8,Bulls,Jaguares,15,10,SA1,SA2,63,Lineout,Kick,4,43,B,1,6,7
388,8,Cheetahs,Chiefs,13,6,SA1,NZ,11,Lineout,Maul,2,31,A,0,3,3
389,8,Cheetahs,Chiefs,13,6,SA1,NZ,16,Lineout,Maul,0,19,A,0,0,0
390,8,Cheetahs,Chiefs,13,6,SA1,NZ,20,Kick Receipt,Multiphase,8,52,B,1,8,9
391,8,Chiefs,Cheetahs,6,13,NZ,SA1,28,Lineout,Maul,0,20,A,0,2,2
392,8,Chiefs,Cheetahs,6,13,NZ,SA1,40,Lineout,Lineout,1,6,A,0,0,0
393,8,Chiefs,Cheetahs,6,13,NZ,SA1,54,Lineout,Lineout,1,22,C,1,5,6
394,8,Chiefs,Cheetahs,6,13,NZ,SA1,58,Kick Receipt,Multiphase,9,106,B,4,25,29
395,8,Chiefs,Cheetahs,6,13,NZ,SA1,73,Handling Error,Kick,1,13,B,0,1,1
396,8,Chiefs,Cheetahs,6,13,NZ,SA1,77,Handling Error,Handling Error,0,0,A,0,0,0
397,8,Crusaders,Sunwolves,2,17,NZ,SA1,12,Lineout,Lineout,1,7,A,0,0,0
398,8,Crusaders,Sunwolves,2,17,NZ,SA1,22,Lineout,Multiphase,12,84,A,0,10,10
399,8,Crusaders,Sunwolves,2,17,NZ,SA1,28,Chargedown,Chargedown,3,28,B,1,5,6
400,8,Crusaders,Sunwolves,2,17,NZ,SA1,31,Ruck Turnover,Multiphase,5,32,A,0,7,7
401,8,Crusaders,Sunwolves,2,17,NZ,SA1,38,Kick Receipt,Kick Receipt,1,18,B,0,4,4
402,8,Crusaders,Sunwolves,2,17,NZ,SA1,45,Tap Penalty,Multiphase,7,58,B,0,10,10
403,8,Crusaders,Sunwolves,2,17,NZ,SA1,52,Lineout,Kick,2,33,B,0,2,2
404,8,Crusaders,Sunwolves,2,17,NZ,SA1,59,Scrum,Scrum,1,9,A,0,0,0
405,8,Hurricanes,Blues,5,9,NZ,NZ,3,Scrum,Scrum,2,24,A,0,1,1
406,8,Hurricanes,Blues,5,9,NZ,NZ,16,Scrum,Scrum,0,17,C,0,2,2
407,8,Hurricanes,Blues,5,9,NZ,NZ,28,Handling Error,Kick,0,8,C,0,0,0
408,8,Hurricanes,Blues,5,9,NZ,NZ,71,Handling Error,Multiphase,15,129,C,2,14,16
409,8,Jaguares,Bulls,10,15,SA2,SA1,50,Lineout,Multiphase,7,50,A,1,2,3
410,8,Kings,Reds,11,14,SA2,AUS,22,Ruck Turnover,Kick,5,44,B,1,12,13
411,8,Kings,Reds,11,14,SA2,AUS,51,Lineout,Lineout,3,25,B,0,6,6
412,8,Kings,Reds,11,14,SA2,AUS,66,Intercept,Intercept,1,22,B,1,5,6
413,8,Kings,Reds,11,14,SA2,AUS,72,Lineout,Multiphase,5,59,D,2,13,15
414,8,Kings,Reds,11,14,SA2,AUS,75,Kick Receipt,Kick Receipt,1,23,C,0,6,6
415,8,Lions,Stormers,1,3,SA2,SA1,3,Lineout,Maul,0,16,A,0,0,0
416,8,Lions,Stormers,1,3,SA2,SA1,14,Scrum,Multiphase,6,57,B,0,7,7
417,8,Lions,Stormers,1,3,SA2,SA1,37,Lineout,Multiphase,6,39,A,0,7,7
418,8,Lions,Stormers,1,3,SA2,SA1,71,Kick Receipt,Multiphase,9,76,B,3,14,17
419,8,Rebels,Brumbies,18,4,AUS,AUS,13,Kick Receipt,Multiphase,8,72,C,2,20,22
420,8,Reds,Kings,14,11,AUS,SA2,5,Scrum,Scrum,0,13,A,1,2,3
421,8,Reds,Kings,14,11,AUS,SA2,28,Tap Penalty,Tap Penalty,2,14,A,0,2,2
422,8,Reds,Kings,14,11,AUS,SA2,43,Lineout,Lineout,0,8,B,1,1,2
423,8,Reds,Kings,14,11,AUS,SA2,47,Scrum,Scrum,0,16,A,0,4,4
424,8,Reds,Kings,14,11,AUS,SA2,54,Lineout,Kick,2,29,B,0,6,6
425,8,Reds,Kings,14,11,AUS,SA2,54,Lineout,Lineout,0,13,B,0,4,4
426,8,Reds,Kings,14,11,AUS,SA2,61,Tap Penalty,Kick,0,17,D,0,1,1
427,8,Stormers,Lions,3,1,SA1,SA2,11,Kick Receipt,Kick,1,19,C,0,4,4
428,9,Brumbies,Hurricanes,4,5,AUS,NZ,23,Lineout,Lineout,0,8,A,1,2,3
429,9,Brumbies,Hurricanes,4,5,AUS,NZ,27,Tap Penalty,Multiphase,6,40,A,0,2,2
430,9,Brumbies,Hurricanes,4,5,AUS,NZ,29,Kick Receipt,Kick Receipt,2,32,D,4,6,10
431,9,Bulls,Cheetahs,15,13,SA1,SA1,53,Scrum,Multiphase,8,92,C,1,16,17
432,9,Bulls,Cheetahs,15,13,SA1,SA1,73,Ruck Turnover,Ruck Turnover,0,16,C,1,4,5
433,9,Cheetahs,Bulls,13,15,SA1,SA1,6,Lineout,Maul,0,10,A,0,0,0
434,9,Chiefs,Force,6,12,NZ,AUS,7,Kick Receipt,Kick Receipt,1,15,C,0,3,3
435,9,Crusaders,Stormers,2,3,NZ,SA1,12,Scrum,Multiphase,5,46,A,1,8,9
436,9,Crusaders,Stormers,2,3,NZ,SA1,28,Lineout,Lineout,3,26,A,0,6,6
437,9,Crusaders,Stormers,2,3,NZ,SA1,32,Lineout,Maul,1,19,A,0,4,4
438,9,Crusaders,Stormers,2,3,NZ,SA1,37,Lineout,Lineout,1,31,B,2,9,11
439,9,Crusaders,Stormers,2,3,NZ,SA1,39,Kick Receipt,Multiphase,15,133,C,3,30,33
440,9,Crusaders,Stormers,2,3,NZ,SA1,60,Lineout,Maul,1,17,A,0,0,0
441,9,Crusaders,Stormers,2,3,NZ,SA1,62,Handling Error,Handling Error,0,14,D,0,0,0
442,9,Crusaders,Stormers,2,3,NZ,SA1,78,Intercept,Intercept,0,12,D,0,0,0
443,9,Force,Chiefs,12,6,AUS,NZ,30,Lineout,Maul,0,8,A,0,0,0
444,9,Highlanders,Sunwolves,7,17,NZ,SA1,4,Handling Error,Handling Error,2,19,B,1,6,7
445,9,Highlanders,Sunwolves,7,17,NZ,SA1,35,Handling Error,Handling Error,1,18,B,0,6,6
446,9,Highlanders,Sunwolves,7,17,NZ,SA1,40,Scrum,Scrum,1,22,B,2,3,5
447,9,Highlanders,Sunwolves,7,17,NZ,SA1,42,Lineout,Lineout,2,18,B,0,4,4
448,9,Highlanders,Sunwolves,7,17,NZ,SA1,51,Intercept,Intercept,0,8,C,0,0,0
449,9,Highlanders,Sunwolves,7,17,NZ,SA1,54,Handling Error,Handling Error,3,28,D,1,3,4
450,9,Hurricanes,Brumbies,5,4,NZ,AUS,7,Kick Receipt,Kick Receipt,0,12,B,0,2,2
451,9,Hurricanes,Brumbies,5,4,NZ,AUS,12,Lineout,Kick,7,53,A,0,6,6
452,9,Hurricanes,Brumbies,5,4,NZ,AUS,46,Kick Receipt,Kick,2,24,B,0,2,2
453,9,Hurricanes,Brumbies,5,4,NZ,AUS,52,Scrum,Scrum,0,12,A,0,2,2
454,9,Hurricanes,Brumbies,5,4,NZ,AUS,61,Chargedown,Chargedown,0,4,A,0,0,0
455,9,Hurricanes,Brumbies,5,4,NZ,AUS,64,Lineout,Multiphase,7,57,A,0,4,4
456,9,Hurricanes,Brumbies,5,4,NZ,AUS,72,Lineout,Maul,0,9,A,0,0,0
457,9,Hurricanes,Brumbies,5,4,NZ,AUS,75,Scrum,Kick,8,85,B,1,14,15
458,9,Jaguares,Lions,10,1,SA2,SA2,3,Kick Receipt,Multiphase,6,46,B,3,5,8
459,9,Jaguares,Lions,10,1,SA2,SA2,47,Lineout,Lineout,3,23,A,0,3,3
460,9,Jaguares,Lions,10,1,SA2,SA2,50,Handling Error,Handling Error,3,36,C,2,11,13
461,9,Kings,Waratahs,11,16,SA2,AUS,36,Chargedown,Chargedown,1,11,A,0,1,1
462,9,Kings,Waratahs,11,16,SA2,AUS,46,Scrum,Scrum,2,22,A,0,3,3
463,9,Kings,Waratahs,11,16,SA2,AUS,67,Lineout,Maul,0,16,A,0,0,0
464,9,Kings,Waratahs,11,16,SA2,AUS,77,Scrum,Scrum,0,9,A,0,0,0
465,9,Lions,Jaguares,1,10,SA2,SA2,10,Scrum,Scrum,2,22,A,0,2,2
466,9,Lions,Jaguares,1,10,SA2,SA2,21,Scrum,Scrum,3,34,B,0,4,4
467,9,Lions,Jaguares,1,10,SA2,SA2,71,Kick Receipt,Kick Receipt,1,44,C,3,10,13
468,9,Stormers,Crusaders,3,2,SA1,NZ,41,Intercept,Intercept,0,10,C,0,0,0
469,9,Stormers,Crusaders,3,2,SA1,NZ,52,Lineout,Multiphase,7,68,A,0,4,4
470,9,Stormers,Crusaders,3,2,SA1,NZ,66,Lineout,Multiphase,14,108,A,1,16,17
471,9,Sunwolves,Highlanders,17,7,SA1,NZ,58,Tap Penalty,Tap Penalty,2,35,A,1,4,5
472,9,Sunwolves,Highlanders,17,7,SA1,NZ,64,Lineout,Multiphase,10,85,A,0,11,11
473,9,Waratahs,Kings,16,11,AUS,SA2,13,Scrum,Kick,1,17,A,0,1,1
474,9,Waratahs,Kings,16,11,AUS,SA2,24,Handling Error,Handling Error,0,21,D,0,5,5
475,9,Waratahs,Kings,16,11,AUS,SA2,34,Intercept,Intercept,0,12,D,1,0,1
476,9,Waratahs,Kings,16,11,AUS,SA2,83,Lineout,Lineout,0,11,A,2,3,5
477,10,Blues,Brumbies,9,4,NZ,AUS,30,Scrum,Multiphase,9,70,B,1,11,12
478,10,Blues,Brumbies,9,4,NZ,AUS,55,Lineout,Maul,0,8,A,0,0,0
479,10,Blues,Brumbies,9,4,NZ,AUS,68,Scrum,Scrum,0,15,A,0,3,3
480,10,Cheetahs,Crusaders,13,2,SA1,NZ,19,Kick Receipt,Kick Receipt,1,25,D,1,4,5
481,10,Cheetahs,Crusaders,13,2,SA1,NZ,53,Tap Penalty,Tap Penalty,3,29,A,1,5,6
482,10,Cheetahs,Crusaders,13,2,SA1,NZ,79,Lineout,Lineout,0,19,A,0,2,2
483,10,Chiefs,Sunwolves,6,17,NZ,SA1,4,Tap Penalty,Tap Penalty,1,15,A,0,0,0
484,10,Chiefs,Sunwolves,6,17,NZ,SA1,23,Lineout,Multiphase,7,45,A,1,3,4
485,10,Chiefs,Sunwolves,6,17,NZ,SA1,39,Lineout,Multiphase,6,39,B,0,6,6
486,10,Chiefs,Sunwolves,6,17,NZ,SA1,60,Kick Receipt,Kick Receipt,0,12,C,1,1,2
487,10,Crusaders,Cheetahs,2,13,NZ,SA1,12,Scrum,Multiphase,4,34,A,1,6,7
488,10,Crusaders,Cheetahs,2,13,NZ,SA1,33,Lineout,Lineout,3,51,A,1,5,6
489,10,Crusaders,Cheetahs,2,13,NZ,SA1,38,Scrum,Kick,0,22,C,0,1,1
490,10,Crusaders,Cheetahs,2,13,NZ,SA1,47,Scrum,Scrum,0,9,A,0,1,1
491,10,Crusaders,Cheetahs,2,13,NZ,SA1,55,Lineout,Multiphase,5,72,B,4,15,19
492,10,Crusaders,Cheetahs,2,13,NZ,SA1,58,Kick Receipt,Kick Receipt,1,24,D,1,4,5
493,10,Crusaders,Cheetahs,2,13,NZ,SA1,69,Tap Penalty,Tap Penalty,0,10,B,0,3,3
494,10,Highlanders,Stormers,7,3,NZ,SA1,12,Kick Receipt,Kick Receipt,1,8,B,0,1,1
495,10,Highlanders,Stormers,7,3,NZ,SA1,17,Lineout,Lineout,3,29,A,0,4,4
496,10,Highlanders,Stormers,7,3,NZ,SA1,22,Kick Receipt,Kick Receipt,0,8,B,1,1,2
497,10,Highlanders,Stormers,7,3,NZ,SA1,30,Lineout,Maul,0,10,A,0,0,0
498,10,Highlanders,Stormers,7,3,NZ,SA1,38,Handling Error,Handling Error,1,21,B,1,5,6
499,10,Highlanders,Stormers,7,3,NZ,SA1,55,Handling Error,Kick,0,14,D,0,0,0
500,10,Highlanders,Stormers,7,3,NZ,SA1,65,Tap Penalty,Tap Penalty,0,3,A,0,1,1
501,10,Highlanders,Stormers,7,3,NZ,SA1,69,Tackle Turnover,Multiphase,9,74,B,2,8,10
502,10,Highlanders,Stormers,7,3,NZ,SA1,80,Scrum,Kick,6,91,D,3,15,18
503,10,Jaguares,Sharks,10,8,SA2,SA2,27,Lineout,Lineout,2,20,B,0,4,4
504,10,Jaguares,Sharks,10,8,SA2,SA2,34,Scrum,Scrum,0,9,A,1,2,3
505,10,Jaguares,Sharks,10,8,SA2,SA2,62,Kick Receipt,Kick,0,13,C,1,0,1
506,10,Kings,Rebels,11,18,SA2,AUS,18,Kick Receipt,Kick,4,47,C,0,10,10
507,10,Kings,Rebels,11,18,SA2,AUS,42,Intercept,Intercept,3,35,C,1,3,4
508,10,Kings,Rebels,11,18,SA2,AUS,58,Lineout,Lineout,0,5,A,0,1,1
509,10,Kings,Rebels,11,18,SA2,AUS,63,Handling Error,Handling Error,3,39,D,3,7,10
510,10,Kings,Rebels,11,18,SA2,AUS,70,Scrum,Scrum,0,20,B,1,3,4
511,10,Kings,Rebels,11,18,SA2,AUS,79,Lineout,Maul,1,39,A,0,3,3
512,10,Lions,Force,1,12,SA2,AUS,7,Lineout,Maul,3,25,A,0,4,4
513,10,Lions,Force,1,12,SA2,AUS,35,Lineout,Multiphase,5,54,B,2,11,13
514,10,Lions,Force,1,12,SA2,AUS,83,Scrum,Scrum,0,10,A,0,1,1
515,10,Reds,Waratahs,14,16,AUS,AUS,11,Scrum,Scrum,1,19,A,1,3,4
516,10,Reds,Waratahs,14,16,AUS,AUS,22,Lineout,Multiphase,6,57,B,4,8,12
517,10,Reds,Waratahs,14,16,AUS,AUS,30,Intercept,Kick,0,12,D,0,0,0
518,10,Reds,Waratahs,14,16,AUS,AUS,50,Lineout,Maul,0,15,A,0,0,0
519,10,Sharks,Jaguares,8,10,SA2,SA2,1,Kick Receipt,Multiphase,12,89,B,2,15,17
520,10,Sharks,Jaguares,8,10,SA2,SA2,36,Kick Receipt,Kick Receipt,2,31,C,3,3,6
521,10,Sharks,Jaguares,8,10,SA2,SA2,52,Lineout,Lineout,1,16,B,0,5,5
522,10,Stormers,Highlanders,3,7,SA1,NZ,7,Kick Receipt,Kick Receipt,1,29,C,1,5,6
523,10,Stormers,Highlanders,3,7,SA1,NZ,75,Scrum,Scrum,0,6,A,0,0,0
524,10,Sunwolves,Chiefs,17,6,SA1,NZ,45,Scrum,Scrum,2,25,A,0,2,2
525,10,Sunwolves,Chiefs,17,6,SA1,NZ,66,Scrum,Multiphase,6,63,B,3,13,16
526,10,Waratahs,Reds,16,14,AUS,AUS,19,Handling Error,Handling Error,3,31,C,2,7,9
527,10,Waratahs,Reds,16,14,AUS,AUS,39,Lineout,Lineout,1,13,B,0,2,2
528,11,Blues,Waratahs,9,16,NZ,AUS,21,Kick Receipt,Kick Receipt,0,8,C,1,0,1
529,11,Blues,Waratahs,9,16,NZ,AUS,36,Tap Penalty,Tap Penalty,1,11,B,0,3,3
530,11,Blues,Waratahs,9,16,NZ,AUS,61,Scrum,Multiphase,8,83,B,2,9,11
